canonical_name,portable_name,code,value,label,description
loan_direct__unsubsidized_graduate_disbursements__status,dl_unsub_grad_disb_st_929de7dedd,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__unsubsidized_graduate_disbursements__status,dl_unsub_grad_disb_st_929de7dedd,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__unsubsidized_graduate_disbursements__status,dl_unsub_grad_disb_st_929de7dedd,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__unsubsidized_graduate_disbursements__status,dl_unsub_grad_disb_st_929de7dedd,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__unsubsidized_graduate_disbursements__status,dl_unsub_grad_disb_st_929de7dedd,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__source_report_present,dl_source_report_pres_6d3564e1c9,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__source_report_present,dl_source_report_pres_6d3564e1c9,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__fsa_school__review_required,dl_fsa_school_review__c87dd30073,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__fsa_school__review_required,dl_fsa_school_review__c87dd30073,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__fsa_state__review_required,dl_fsa_state_review_r_dc10e1e516,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__fsa_state__review_required,dl_fsa_state_review_r_dc10e1e516,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__fsa_zip_code__review_required,dl_fsa_zip_code_revie_ad390a4c56,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__fsa_zip_code__review_required,dl_fsa_zip_code_revie_ad390a4c56,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__fsa_school_type__review_required,dl_fsa_school_type_re_020211c4f0,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__fsa_school_type__review_required,dl_fsa_school_type_re_020211c4f0,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__fsa_descriptor_review_required,dl_fsa_descriptor_rev_f0c58a648a,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__fsa_descriptor_review_required,dl_fsa_descriptor_rev_f0c58a648a,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_match_status,loan_direct__ipeds_match_status,25,exact_unique,exact_unique,"One full-OPEID match in the selected annual directory, passing the original activity/office screen."
loan_direct__ipeds_match_status,loan_direct__ipeds_match_status,26,exact_unique_inactive,exact_unique_inactive,One full-OPEID directory match is classified inactive by the original directory screen.
loan_direct__ipeds_match_status,loan_direct__ipeds_match_status,28,multiple_exact_unitids,multiple_exact_unitids,The full OPEID matches multiple UNITIDs in the selected annual directory.
loan_direct__ipeds_match_status,loan_direct__ipeds_match_status,29,no_exact_match,no_exact_match,No full-OPEID match exists in the selected annual directory.
loan_direct__ipeds_strict_eligible,dl_ipeds_strict_eligi_57b0d1c683,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_strict_eligible,dl_ipeds_strict_eligi_57b0d1c683,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_directory_match_status,dl_ipeds_directory_ma_362a0fbbe0,25,exact_unique,exact_unique,"One full-OPEID match in the selected annual directory, passing the original activity/office screen."
loan_direct__ipeds_directory_match_status,dl_ipeds_directory_ma_362a0fbbe0,26,exact_unique_inactive,exact_unique_inactive,One full-OPEID directory match is classified inactive by the original directory screen.
loan_direct__ipeds_directory_match_status,dl_ipeds_directory_ma_362a0fbbe0,28,multiple_exact_unitids,multiple_exact_unitids,The full OPEID matches multiple UNITIDs in the selected annual directory.
loan_direct__ipeds_directory_match_status,dl_ipeds_directory_ma_362a0fbbe0,29,no_exact_match,no_exact_match,No full-OPEID match exists in the selected annual directory.
loan_direct__ipeds_crosswalk_available,dl_ipeds_crosswalk_av_2f51e84014,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_crosswalk_available,dl_ipeds_crosswalk_av_2f51e84014,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_identity_geography_conflict,dl_ipeds_identity_geo_8283488817,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_identity_geography_conflict,dl_ipeds_identity_geo_8283488817,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_fsa_hd_state_conflict,dl_ipeds_fsa_hd_state_7899e86568,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_fsa_hd_state_conflict,dl_ipeds_fsa_hd_state_7899e86568,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_fsa_hd_name_review_required,dl_ipeds_fsa_hd_name__89f91da1d0,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_fsa_hd_name_review_required,dl_ipeds_fsa_hd_name__89f91da1d0,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_resolution_status,dl_ipeds_resolution_s_c0cfb65b2b,31,official_site_alias_annual_unitid_verified,official_site_alias_annual_unitid_verified,Official site crosswalk resolves a singleton UNITID present in the annual directory under another OPEID.
loan_direct__ipeds_resolution_status,dl_ipeds_resolution_s_c0cfb65b2b,32,official_site_and_directory_agree,official_site_and_directory_agree,Official site relation and full-OPEID annual directory evidence agree on the resolved UNITID.
loan_direct__ipeds_resolution_status,dl_ipeds_resolution_s_c0cfb65b2b,33,unique_annual_directory_only,unique_annual_directory_only,A unique annual full-OPEID directory identity is available without a usable official site match.
loan_direct__ipeds_annual_identity_eligible,dl_ipeds_annual_ident_e2478094dd,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_annual_identity_eligible,dl_ipeds_annual_ident_e2478094dd,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_identity_is_administrative,dl_ipeds_identity_is__ba46f74c8f,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_identity_is_administrative,dl_ipeds_identity_is__ba46f74c8f,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_title_iv_status,dl_ipeds_title_iv_sta_66d9dbd4c3,46,branch_of_participating_institution,branch_of_participating_institution,Year-aware OPEFLAG interpretation: branch of a Title IV participating institution.
loan_direct__ipeds_title_iv_status,dl_ipeds_title_iv_sta_66d9dbd4c3,47,deferment_only,deferment_only,Year-aware OPEFLAG interpretation: deferment-only limited participation.
loan_direct__ipeds_title_iv_status,dl_ipeds_title_iv_sta_66d9dbd4c3,48,new_participant,new_participant,Year-aware OPEFLAG interpretation: new participant under the reviewed year's definition.
loan_direct__ipeds_title_iv_status,dl_ipeds_title_iv_sta_66d9dbd4c3,49,new_spring_participant,new_spring_participant,Year-aware OPEFLAG interpretation: new spring participant (reviewed years from 2004).
loan_direct__ipeds_title_iv_status,dl_ipeds_title_iv_sta_66d9dbd4c3,50,not_participating_with_opeid,not_participating_with_opeid,"Year-aware OPEFLAG interpretation: not participating, with an OPEID."
loan_direct__ipeds_title_iv_status,dl_ipeds_title_iv_sta_66d9dbd4c3,51,not_participating_without_opeid,not_participating_without_opeid,"Year-aware OPEFLAG interpretation: not participating, without an OPEID."
loan_direct__ipeds_title_iv_status,dl_ipeds_title_iv_sta_66d9dbd4c3,45,participating,participating,Year-aware OPEFLAG interpretation: participating in Title IV programs.
loan_direct__ipeds_title_iv_status,dl_ipeds_title_iv_sta_66d9dbd4c3,52,stopped_participating,stopped_participating,Year-aware OPEFLAG interpretation: stopped participating in Title IV.
loan_direct__ipeds_closed_with_data,dl_ipeds_closed_with__976b26a7fc,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_closed_with_data,dl_ipeds_closed_with__976b26a7fc,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_identity_uses_historical_relation,dl_ipeds_identity_use_60cc964d55,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_identity_uses_historical_relation,dl_ipeds_identity_use_60cc964d55,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_identity_strict_contemporaneous,dl_ipeds_identity_str_373d0f7b0a,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_identity_strict_contemporaneous,dl_ipeds_identity_str_373d0f7b0a,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_has_other_parent_unitid,dl_ipeds_has_other_pa_8ee6b62ada,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_has_other_parent_unitid,dl_ipeds_has_other_pa_8ee6b62ada,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_component_scope_review_required,dl_ipeds_component_sc_5b6eea675a,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_component_scope_review_required,dl_ipeds_component_sc_5b6eea675a,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_finance_parent_reference_missing,dl_ipeds_finance_pare_9376d1a587,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_finance_parent_reference_missing,dl_ipeds_finance_pare_9376d1a587,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_student_aid_parent_reference_missing,dl_ipeds_student_aid__18ec56e77c,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_student_aid_parent_reference_missing,dl_ipeds_student_aid__18ec56e77c,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_fall_enrollment_parent_reference_missing,dl_ipeds_fall_enrollm_13b0472c4e,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_fall_enrollment_parent_reference_missing,dl_ipeds_fall_enrollm_13b0472c4e,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_completions_parent_reference_missing,dl_ipeds_completions__bfddd499f2,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_completions_parent_reference_missing,dl_ipeds_completions__bfddd499f2,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__ipeds_twelve_month_enrollment_parent_reference_missing,dl_ipeds_twelve_month_f65c28122b,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__ipeds_twelve_month_enrollment_parent_reference_missing,dl_ipeds_twelve_month_f65c28122b,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__cw_preliminary,loan_direct__cw_preliminary,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__cw_preliminary,loan_direct__cw_preliminary,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__cw_has_additional_match,dl_cw_has_additional__cd39740fd5,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__cw_has_additional_match,dl_cw_has_additional__cd39740fd5,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__cw_multiple_site_unitids,dl_cw_multiple_site_u_23231eba19,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__cw_multiple_site_unitids,dl_cw_multiple_site_u_23231eba19,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__cw_relation_parse_complete,dl_cw_relation_parse__20acce9a5f,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__cw_relation_parse_complete,dl_cw_relation_parse__20acce9a5f,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__cw_site_parse_complete,dl_cw_site_parse_comp_d3bf66fa6a,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__cw_site_parse_complete,dl_cw_site_parse_comp_d3bf66fa6a,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__cw_site_parent_unitids_differ,dl_cw_site_parent_uni_468f2fa849,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__cw_site_parent_unitids_differ,dl_cw_site_parent_uni_468f2fa849,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__cw_official_no_match,dl_cw_official_no_mat_48eb511167,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__cw_official_no_match,dl_cw_official_no_mat_48eb511167,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__cw_has_change_notes,loan_direct__cw_has_change_notes,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__cw_has_change_notes,loan_direct__cw_has_change_notes,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__cw_has_prior_id_notes,dl_cw_has_prior_id_no_f6e22911d2,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__cw_has_prior_id_notes,dl_cw_has_prior_id_no_f6e22911d2,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__cw_duplicate_opeid_rows,dl_cw_duplicate_opeid_052d9335b0,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__cw_duplicate_opeid_rows,dl_cw_duplicate_opeid_052d9335b0,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__unitid_record_status,dl_unitid_record_stat_7f0270deea,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__unitid_record_status,dl_unitid_record_stat_7f0270deea,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__unitid_record_status,dl_unitid_record_stat_7f0270deea,20,included_unique_family_record,included_unique_family_record,Exactly one eligible source-family record supplies this UNITID-year; no aid allocation.
loan_ffel__source_record_present,loan_ffel__source_record_present,0,false,False,The condition described by this variable is false; missing is distinct.
loan_ffel__source_record_present,loan_ffel__source_record_present,1,true,True,The condition described by this variable is true; missing is distinct.
loan_ffel__subsidized_recipients__status,ffel_sub_recips_statu_a013c3adce,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__subsidized_recipients__status,ffel_sub_recips_statu_a013c3adce,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__subsidized_recipients__status,ffel_sub_recips_statu_a013c3adce,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__subsidized_recipients__status,ffel_sub_recips_statu_a013c3adce,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__subsidized_recipients__status,ffel_sub_recips_statu_a013c3adce,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__subsidized_loans_originated_n__status,ffel_sub_loans_origin_291f932a19,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__subsidized_loans_originated_n__status,ffel_sub_loans_origin_291f932a19,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__subsidized_loans_originated_n__status,ffel_sub_loans_origin_291f932a19,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__subsidized_loans_originated_n__status,ffel_sub_loans_origin_291f932a19,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__subsidized_loans_originated_n__status,ffel_sub_loans_origin_291f932a19,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__subsidized_loans_originated_amt__status,ffel_sub_loans_origin_104cc4d106,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__subsidized_loans_originated_amt__status,ffel_sub_loans_origin_104cc4d106,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__subsidized_loans_originated_amt__status,ffel_sub_loans_origin_104cc4d106,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__subsidized_loans_originated_amt__status,ffel_sub_loans_origin_104cc4d106,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__subsidized_loans_originated_amt__status,ffel_sub_loans_origin_104cc4d106,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__subsidized_disbursements_n__status,ffel_sub_disb_n_statu_28dc72a733,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__subsidized_disbursements_n__status,ffel_sub_disb_n_statu_28dc72a733,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__subsidized_disbursements_n__status,ffel_sub_disb_n_statu_28dc72a733,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__subsidized_disbursements_n__status,ffel_sub_disb_n_statu_28dc72a733,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__subsidized_disbursements_n__status,ffel_sub_disb_n_statu_28dc72a733,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__subsidized_disbursements__status,ffel_sub_disb_status_e3746df895,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__subsidized_disbursements__status,ffel_sub_disb_status_e3746df895,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__subsidized_disbursements__status,ffel_sub_disb_status_e3746df895,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__subsidized_disbursements__status,ffel_sub_disb_status_e3746df895,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__subsidized_disbursements__status,ffel_sub_disb_status_e3746df895,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__unsubsidized_recipients__status,ffel_unsub_recips_sta_657563e573,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__unsubsidized_recipients__status,ffel_unsub_recips_sta_657563e573,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__unsubsidized_recipients__status,ffel_unsub_recips_sta_657563e573,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__unsubsidized_recipients__status,ffel_unsub_recips_sta_657563e573,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__unsubsidized_recipients__status,ffel_unsub_recips_sta_657563e573,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__unsubsidized_loans_originated_n__status,ffel_unsub_loans_orig_97a040b6c6,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__unsubsidized_loans_originated_n__status,ffel_unsub_loans_orig_97a040b6c6,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__unsubsidized_loans_originated_n__status,ffel_unsub_loans_orig_97a040b6c6,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__unsubsidized_loans_originated_n__status,ffel_unsub_loans_orig_97a040b6c6,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__unsubsidized_loans_originated_n__status,ffel_unsub_loans_orig_97a040b6c6,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__unsubsidized_loans_originated_amt__status,ffel_unsub_loans_orig_0f4e79d3c1,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__unsubsidized_loans_originated_amt__status,ffel_unsub_loans_orig_0f4e79d3c1,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__unsubsidized_loans_originated_amt__status,ffel_unsub_loans_orig_0f4e79d3c1,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__unsubsidized_loans_originated_amt__status,ffel_unsub_loans_orig_0f4e79d3c1,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__unsubsidized_loans_originated_amt__status,ffel_unsub_loans_orig_0f4e79d3c1,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__unsubsidized_disbursements_n__status,ffel_unsub_disb_n_sta_ba4d99b1e8,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__unsubsidized_disbursements_n__status,ffel_unsub_disb_n_sta_ba4d99b1e8,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__unsubsidized_disbursements_n__status,ffel_unsub_disb_n_sta_ba4d99b1e8,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__unsubsidized_disbursements_n__status,ffel_unsub_disb_n_sta_ba4d99b1e8,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__unsubsidized_disbursements_n__status,ffel_unsub_disb_n_sta_ba4d99b1e8,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__unsubsidized_disbursements__status,ffel_unsub_disb_statu_a099646b6c,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__unsubsidized_disbursements__status,ffel_unsub_disb_statu_a099646b6c,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__unsubsidized_disbursements__status,ffel_unsub_disb_statu_a099646b6c,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__unsubsidized_disbursements__status,ffel_unsub_disb_statu_a099646b6c,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__unsubsidized_disbursements__status,ffel_unsub_disb_statu_a099646b6c,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__plus_recipients__status,ffel_plus_recips_stat_86bbe75e15,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__plus_recipients__status,ffel_plus_recips_stat_86bbe75e15,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__plus_recipients__status,ffel_plus_recips_stat_86bbe75e15,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__plus_recipients__status,ffel_plus_recips_stat_86bbe75e15,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__plus_recipients__status,ffel_plus_recips_stat_86bbe75e15,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__plus_recipients__status,ffel_plus_recips_stat_86bbe75e15,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_ffel__plus_loans_originated_n__status,ffel_plus_loans_origi_314cb35dab,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__plus_loans_originated_n__status,ffel_plus_loans_origi_314cb35dab,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__plus_loans_originated_n__status,ffel_plus_loans_origi_314cb35dab,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__plus_loans_originated_n__status,ffel_plus_loans_origi_314cb35dab,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__plus_loans_originated_n__status,ffel_plus_loans_origi_314cb35dab,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__plus_loans_originated_n__status,ffel_plus_loans_origi_314cb35dab,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_ffel__plus_loans_originated_amt__status,ffel_plus_loans_origi_ac71e6b713,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__plus_loans_originated_amt__status,ffel_plus_loans_origi_ac71e6b713,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__plus_loans_originated_amt__status,ffel_plus_loans_origi_ac71e6b713,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__plus_loans_originated_amt__status,ffel_plus_loans_origi_ac71e6b713,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__plus_loans_originated_amt__status,ffel_plus_loans_origi_ac71e6b713,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__plus_loans_originated_amt__status,ffel_plus_loans_origi_ac71e6b713,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_ffel__plus_disbursements_n__status,ffel_plus_disb_n_stat_4daa65c090,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__plus_disbursements_n__status,ffel_plus_disb_n_stat_4daa65c090,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__plus_disbursements_n__status,ffel_plus_disb_n_stat_4daa65c090,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__plus_disbursements_n__status,ffel_plus_disb_n_stat_4daa65c090,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__plus_disbursements_n__status,ffel_plus_disb_n_stat_4daa65c090,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__plus_disbursements_n__status,ffel_plus_disb_n_stat_4daa65c090,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_ffel__plus_disbursements__status,ffel_plus_disb_status_67b0b40e1d,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__plus_disbursements__status,ffel_plus_disb_status_67b0b40e1d,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__plus_disbursements__status,ffel_plus_disb_status_67b0b40e1d,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__plus_disbursements__status,ffel_plus_disb_status_67b0b40e1d,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__plus_disbursements__status,ffel_plus_disb_status_67b0b40e1d,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__plus_disbursements__status,ffel_plus_disb_status_67b0b40e1d,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_ffel__grad_plus_recipients__status,ffel_grad_plus_recips_9e308e1b8d,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__grad_plus_recipients__status,ffel_grad_plus_recips_9e308e1b8d,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_ffel__grad_plus_recipients__status,ffel_grad_plus_recips_9e308e1b8d,1,observed,observed,An explicitly reported numeric nonzero value.
loan_ffel__grad_plus_recipients__status,ffel_grad_plus_recips_9e308e1b8d,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_ffel__grad_plus_recipients__status,ffel_grad_plus_recips_9e308e1b8d,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
loan_ffel__grad_plus_recipients__status,ffel_grad_plus_recips_9e308e1b8d,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_ffel__grad_plus_loans_originated_n__status,ffel_grad_plus_loans__ceb0717b3a,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_ffel__grad_plus_loans_originated_n__status,ffel_grad_plus_loans__ceb0717b3a,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
